"NDB_No","Nutrient_Code","Nutrient_name","Derivation_Code","Output_value","Output_uom"
"45128706","406","Niacin","LCGA","5.8","mg"
"45128706","415","Vitamin B-6","LCGA","0.04","mg"
"45128706","417","Folate, total","LCGA","153.0","mcg"
"45128706","418","Vitamin B-12","LCGA","0.0","mcg"
"45128706","601","Cholesterol","LCGA","0.0","mg"
"45128706","605","Fatty acids, total trans","LCGA","0.1","g"
"45128706","606","Fatty acids, total saturated","LCGA","1.3","g"
"45128706","645","Fatty acids, total monounsaturated","LCGA","1.9","g"
"45128706","646","Fatty acids, total polyunsaturated","LCGA","4.8","g"
"45129911","203","Protein","LCGA","3.0","g"
"45129911","204","Total lipid (fat)","LCGA","10.2","g"
"45129911","205","Carbohydrate, by difference","LCGA","77.0","g"
"45129911","207","Ash","LCGA","1.8","g"
"45129911","255","Water","LCGA","8.0","g"
"45129911","269","Sugars, total","LCGA","34.6","g"
"45129911","291","Fiber, total dietary","LCGA","0.2","g"
"45129911","295","Fiber, soluble","LCGA","0.0","g"
"45129911","297","Fiber, insoluble","LCGA","0.0","g"
"45129911","301","Calcium, Ca","LCGA","6.0","mg"
"45129911","303","Iron, Fe","LCGA","1.6","mg"
"45129911","304","Magnesium, Mg","LCGA","12.0","mg"
"45129911","305","Phosphorus, P","LCGA","38.0","mg"
"45129911","306","Potassium, K","LCGA","32.0","mg"
"45129911","307","Sodium, Na","LCGA","472.0","mg"
"45129911","309","Zinc, Zn","LCGA","0.4","mg"
"45129911","318","Vitamin A, IU","LCGA","909.0","IU"
"45129911","324","Vitamin D","LCGA","36.0","IU"
"45129911","401","Vitamin C, total ascorbic acid","LCGA","0.0","mg"
"45129911","404","Thiamin","LCGA","1.0","mg"
"45129911","405","Riboflavin","LCGA","0.77","mg"
"45129911","406","Niacin","LCGA","9.1","mg"
"45129911","415","Vitamin B-6","LCGA","0.9","mg"
"45129911","417","Folate, total","LCGA","109.0","mcg"
"45129911","601","Cholesterol","LCGA","0.0","mg"
"45129911","605","Fatty acids, total trans","LCGA","0.2","g"
"45129911","606","Fatty acids, total saturated","LCGA","2.6","g"
"45129911","645","Fatty acids, total monounsaturated","LCGA","1.9","g"
"45129911","646","Fatty acids, total polyunsaturated","LCGA","4.6","g"
"45129186","203","Protein","LCGE","11.0","g"
"45129186","204","Total lipid (fat)","LCGE","8.0","g"
"45129186","205","Carbohydrate, by difference","LCGE","1.0","g"
"45129186","269","Sugars, total","LCGE","1.0","g"
"45129186","291","Fiber, total dietary","LCGE","0.0","g"
"45129186","307","Sodium, Na","LCGE","410.0","mg"
"45129186","401","Vitamin C, total ascorbic acid","LCGE","0.0","mg"
"45129186","601","Cholesterol","LCGE","45.0","mg"
"45129186","605","Fatty acids, total trans","LCGE","0.0","g"
"45129186","606","Fatty acids, total saturated","LCGE","2.0","g"
"45129160","203","Protein","LCGE","12.0","g"
"45129160","204","Total lipid (fat)","LCGE","7.0","g"
"45129160","205","Carbohydrate, by difference","LCGE","1.0","g"
"45129160","269","Sugars, total","LCGE","1.0","g"
"45129160","291","Fiber, total dietary","LCGE","0.0","g"
"45129160","307","Sodium, Na","LCGE","370.0","mg"
"45129160","401","Vitamin C, total ascorbic acid","LCGE","0.0","mg"
"45129160","601","Cholesterol","LCGE","45.0","mg"
"45129160","605","Fatty acids, total trans","LCGE","0.0","g"
"45129160","606","Fatty acids, total saturated","LCGE","2.0","g"
"45128734","203","Protein","LCGA","17.1","g"
"45128734","204","Total lipid (fat)","LCGA","5.9","g"
"45128734","205","Carbohydrate, by difference","LCGA","15.3","g"
"45128734","207","Ash","LCGA","2.4","g"
"45128734","255","Water","LCGA","59.3","g"
"45128734","269","Sugars, total","LCGA","1.6","g"
"45128734","291","Fiber, total dietary","LCGA","4.1","g"
"45128734","295","Fiber, soluble","LCGA","1.0","g"
"45128734","297","Fiber, insoluble","LCGA","3.0","g"
"45128734","301","Calcium, Ca","LCGA","66.0","mg"
"45128734","303","Iron, Fe","LCGA","1.3","mg"
"45128734","304","Magnesium, Mg","LCGA","12.0","mg"
"45128734","305","Phosphorus, P","LCGA","60.0","mg"
"45128734","306","Potassium, K","LCGA","224.0","mg"
"45128734","307","Sodium, Na","LCGA","616.0","mg"
"45128734","309","Zinc, Zn","LCGA","0.3","mg"
"45128734","318","Vitamin A, IU","LCGA","0.0","IU"
"45128734","324","Vitamin D","LCGA","2.0","IU"
"45128734","340","Vitamin E (label entry primarily)","LCGA","0.0","IU"
"45128734","401","Vitamin C, total ascorbic acid","LCGA","0.0","mg"
"45128734","404","Thiamin","LCGA","0.0","mg"
"45128734","405","Riboflavin","LCGA","0.22","mg"
"45128734","406","Niacin","LCGA","0.7","mg"
"45128734","415","Vitamin B-6","LCGA","0.02","mg"
"45128734","417","Folate, total","LCGA","6.0","mcg"
"45128734","418","Vitamin B-12","LCGA","0.3","mcg"
"45128734","601","Cholesterol","LCGA","1.0","mg"
"45128734","605","Fatty acids, total trans","LCGA","0.0","g"
"45128734","606","Fatty acids, total saturated","LCGA","0.9","g"
"45128734","645","Fatty acids, total monounsaturated","LCGA","1.7","g"
"45128734","646","Fatty acids, total polyunsaturated","LCGA","3.0","g"
"45129281","203","Protein","LCGE","12.0","g"
"45129281","204","Total lipid (fat)","LCGE","7.0","g"
"45129281","205","Carbohydrate, by difference","LCGE","1.0","g"
"45129281","269","Sugars, total","LCGE","0.0","g"
"45129281","291","Fiber, total dietary","LCGE","0.0","g"
"45129281","307","Sodium, Na","LCGE","470.0","mg"
"45129281","401","Vitamin C, total ascorbic acid","LCGE","0.0","mg"
"45129281","601","Cholesterol","LCGE","45.0","mg"
"45129281","605","Fatty acids, total trans","LCGE","0.0","g"
"45129281","606","Fatty acids, total saturated","LCGE","2.0","g"
"45244065","203","Protein","LCGA","7.4","g"
"45244065","204","Total lipid (fat)","LCGA","16.3","g"
"45244065","205","Carbohydrate, by difference","LCGA","72.0","g"
"45244065","207","Ash","LCGA","2.6","g"
"45244065","255","Water","LCGA","2.0","g"
"45244065","269","Sugars, total","LCGA","26.5","g"
"45244065","291","Fiber, total dietary","LCGA","3.9","g"
"45244065","295","Fiber, soluble","LCGA","1.0","g"
"45244065","297","Fiber, insoluble","LCGA","2.0","g"
"45244065","301","Calcium, Ca","LCGA","18.0","mg"
"45244065","303","Iron, Fe","LCGA","5.2","mg"
"45244065","304","Magnesium, Mg","LCGA","67.0","mg"
"45244065","305","Phosphorus, P","LCGA","132.0","mg"
"45244065","306","Potassium, K","LCGA","247.0","mg"
"45244065","307","Sodium, Na","LCGA","619.0","mg"
"45244065","309","Zinc, Zn","LCGA","0.4","mg"
"45244065","318","Vitamin A, IU","LCGA","5.0","IU"
"45244065","401","Vitamin C, total ascorbic acid","LCGA","1.0","mg"
"45244065","404","Thiamin","LCGA","0.0","mg"
"45244065","405","Riboflavin","LCGA","0.31","mg"
"45244065","406","Niacin","LCGA","4.1","mg"
"45244065","415","Vitamin B-6","LCGA","0.02","mg"
"45244065","417","Folate, total","LCGA","85.0","mcg"
"45244065","601","Cholesterol","LCGA","0.0","mg"
"45244065","605","Fatty acids, total trans","LCGA","0.21","g"
"45244065","606","Fatty acids, total saturated","LCGA","5.7","g"
"45244065","645","Fatty acids, total monounsaturated","LCGA","3.8","g"
"45244065","646","Fatty acids, total polyunsaturated","LCGA","5.6","g"
"45127542","203","Protein","LCGA","3.6","g"
"45127542","204","Total lipid (fat)","LCGA","0.2","g"
"45127542","205","Carbohydrate, by difference","LCGA","75.2","g"
"45127542","207","Ash","LCGA","2.0","g"
"45127542","255","Water","LCGA","19.0","g"
"45127542","269","Sugars, total","LCGA","51.7","g"
"45127542","291","Fiber, total dietary","LCGA","0.2","g"
"45127542","295","Fiber, soluble","LCGA","0.0","g"
"45127542","297","Fiber, insoluble","LCGA","0.0","g"
"45127542","301","Calcium, Ca","LCGA","8.0","mg"
"45127542","303","Iron, Fe","LCGA","0.2","mg"
"45127542","304","Magnesium, Mg","LCGA","0.0","mg"
"45127542","305","Phosphorus, P","LCGA","8.0","mg"
"45127542","306","Potassium, K","LCGA","1.0","mg"
"45127542","307","Sodium, Na","LCGA","16.0","mg"
"45127542","309","Zinc, Zn","LCGA","0.0","mg"
"45127542","318","Vitamin A, IU","LCGA","16.0","IU"
"45127542","324","Vitamin D","LCGA","0.0","IU"
"45127542","340","Vitamin E (label entry primarily)","LCGA","0.0","IU"
"45127542","401","Vitamin C, total ascorbic acid","LCGA","273.0","mg"
"45127542","404","Thiamin","LCGA","0.0","mg"
"45127542","405","Riboflavin","LCGA","0.01","mg"
"45127542","406","Niacin","LCGA","0.1","mg"
"45127542","415","Vitamin B-6","LCGA","0.0","mg"
"45127542","417","Folate, total","LCGA","0.0","mcg"
"45127542","418","Vitamin B-12","LCGA","0.0","mcg"
"45127542","601","Cholesterol","LCGA","0.0","mg"
"45127542","605","Fatty acids, total trans","LCGA","0.0","g"
"45127542","606","Fatty acids, total saturated","LCGA","0.2","g"
"45127542","645","Fatty acids, total monounsaturated","LCGA","0.0","g"
"45127542","646","Fatty acids, total polyunsaturated","LCGA","0.0","g"
"45129132","203","Protein","LCGE","23.0","g"
"45129132","204","Total lipid (fat)","LCGE","2.5","g"
"45129132","205","Carbohydrate, by difference","LCGE","1.0","g"
"45129132","269","Sugars, total","LCGE","1.0","g"
"45129132","291","Fiber, total dietary","LCGE","0.0","g"
"45129132","307","Sodium, Na","LCGE","430.0","mg"
"45129132","401","Vitamin C, total ascorbic acid","LCGE","0.0","mg"
"45129132","601","Cholesterol","LCGE","60.0","mg"
"45129132","605","Fatty acids, total trans","LCGE","0.0","g"
"45129132","606","Fatty acids, total saturated","LCGE","0.5","g"
"45127538","203","Protein","LCGA","4.0","g"
"45127538","204","Total lipid (fat)","LCGA","9.7","g"
"45127538","205","Carbohydrate, by difference","LCGA","72.8","g"
"45127538","207","Ash","LCGA","0.8","g"
"45127538","255","Water","LCGA","12.8","g"
"45127538","269","Sugars, total","LCGA","31.4","g"
"45127538","291","Fiber, total dietary","LCGA","1.3","g"
"45127538","295","Fiber, soluble","LCGA","1.0","g"
"45127538","297","Fiber, insoluble","LCGA","0.0","g"
"45127538","301","Calcium, Ca","LCGA","12.0","mg"
"45127538","303","Iron, Fe","LCGA","3.5","mg"
"45127538","304","Magnesium, Mg","LCGA","6.0","mg"
"45127538","305","Phosphorus, P","LCGA","46.0","mg"
"45127538","306","Potassium, K","LCGA","54.0","mg"
"45127538","307","Sodium, Na","LCGA","323.0","mg"
"45127538","309","Zinc, Zn","LCGA","0.3","mg"
"45127538","318","Vitamin A, IU","LCGA","962.0","IU"
"45127538","324","Vitamin D","LCGA","0.0","IU"
"45127538","340","Vitamin E (label entry primarily)","LCGA","0.0","IU"
"45127538","401","Vitamin C, total ascorbic acid","LCGA","0.0","mg"
"45127538","404","Thiamin","LCGA","0.0","mg"
"45127538","405","Riboflavin","LCGA","0.33","mg"
"45127538","406","Niacin","LCGA","3.8","mg"
"45127538","415","Vitamin B-6","LCGA","0.38","mg"
"45127538","417","Folate, total","LCGA","63.0","mcg"
"45127538","418","Vitamin B-12","LCGA","0.0","mcg"
"45127538","601","Cholesterol","LCGA","0.0","mg"
"45127538","605","Fatty acids, total trans","LCGA","0.1","g"
"45127538","606","Fatty acids, total saturated","LCGA","3.1","g"
"45127538","645","Fatty acids, total monounsaturated","LCGA","2.1","g"
"45127538","646","Fatty acids, total polyunsaturated","LCGA","3.6","g"
"45129129","203","Protein","LCGE","28.0","g"
"45129129","204","Total lipid (fat)","LCGE","0.5","g"
"45129129","205","Carbohydrate, by difference","LCGE","0.0","g"
"45129129","269","Sugars, total","LCGE","0.0","g"
"45129129","291","Fiber, total dietary","LCGE","0.0","g"
"45129129","307","Sodium, Na","LCGE","55.0","mg"
"45129129","401","Vitamin C, total ascorbic acid","LCGE","0.0","mg"
"45129129","601","Cholesterol","LCGE","70.0","mg"
"45129129","605","Fatty acids, total trans","LCGE","0.0","g"
"45129129","606","Fatty acids, total saturated","LCGE","0.0","g"
"45129128","203","Protein","LCGE","28.0","g"
"45129128","204","Total lipid (fat)","LCGE","0.5","g"
"45129128","205","Carbohydrate, by difference","LCGE","0.0","g"
"45129128","269","Sugars, total","LCGE","0.0","g"
"45129128","291","Fiber, total dietary","LCGE","0.0","g"
"45129128","307","Sodium, Na","LCGE","55.0","mg"
"45129128","401","Vitamin C, total ascorbic acid","LCGE","0.0","mg"
"45129128","601","Cholesterol","LCGE","70.0","mg"
"45129128","605","Fatty acids, total trans","LCGE","0.0","g"
"45129128","606","Fatty acids, total saturated","LCGE","0.0","g"
"45129127","203","Protein","LCGE","23.0","g"
"45129127","204","Total lipid (fat)","LCGE","9.0","g"
"45129127","205","Carbohydrate, by difference","LCGE","0.0","g"
"45129127","269","Sugars, total","LCGE","0.0","g"
"45129127","291","Fiber, total dietary","LCGE","0.0","g"
"45129127","301","Calcium, Ca","LCGE","0.0","mg"
"45129127","307","Sodium, Na","LCGE","125.0","mg"
"45129127","401","Vitamin C, total ascorbic acid","LCGE","0.0","mg"
"45129127","601","Cholesterol","LCGE","65.0","mg"
"45129127","605","Fatty acids, total trans","LCGE","0.0","g"
"45129127","606","Fatty acids, total saturated","LCGE","2.5","g"
"45127713","203","Protein","LCGA","1.9","g"
"45127713","204","Total lipid (fat)","LCGA","0.4","g"
"45127713","205","Carbohydrate, by difference","LCGA","82.6","g"
"45127713","207","Ash","LCGA","0.8","g"
"45127713","255","Water","LCGA","14.3","g"
"45127713","269","Sugars, total","LCGA","69.6","g"
"45127713","291","Fiber, total dietary","LCGA","6.8","g"
"45127713","295","Fiber, soluble","LCGA","0.0","g"
"45127713","297","Fiber, insoluble","LCGA","0.0","g"
"45127713","301","Calcium, Ca","LCGA","22.0","mg"
"45127713","303","Iron, Fe","LCGA","1.7","mg"
"45127713","304","Magnesium, Mg","LCGA","0.0","mg"
"45127713","305","Phosphorus, P","LCGA","4.0","mg"
"45127713","306","Potassium, K","LCGA","108.0","mg"
"45127713","307","Sodium, Na","LCGA","21.0","mg"
"45127713","309","Zinc, Zn","LCGA","0.0","mg"
"45127713","318","Vitamin A, IU","LCGA","205.0","IU"
"45127713","324","Vitamin D","LCGA","0.0","IU"
"45127713","340","Vitamin E (label entry primarily)","LCGA","0.0","IU"
"45127713","401","Vitamin C, total ascorbic acid","LCGA","13.0","mg"
"45127713","404","Thiamin","LCGA","0.0","mg"
"45127713","405","Riboflavin","LCGA","0.0","mg"
"45127713","406","Niacin","LCGA","0.0","mg"
"45127713","415","Vitamin B-6","LCGA","0.0","mg"
"45127713","417","Folate, total","LCGA","0.0","mcg"
"45127713","418","Vitamin B-12","LCGA","0.0","mcg"
"45127713","601","Cholesterol","LCGA","0.0","mg"
"45127713","605","Fatty acids, total trans","LCGA","0.0","g"
"45127713","606","Fatty acids, total saturated","LCGA","0.0","g"
"45127713","645","Fatty acids, total monounsaturated","LCGA","0.0","g"
"45127713","646","Fatty acids, total polyunsaturated","LCGA","0.0","g"
"45127931","203","Protein","LCGA","20.4","g"
"45127931","204","Total lipid (fat)","LCGA","3.6","g"
"45127931","205","Carbohydrate, by difference","LCGA","70.3","g"
"45127931","207","Ash","LCGA","2.7","g"
"45127931","255","Water","LCGA","3.0","g"
"45127931","269","Sugars, total","LCGA","15.3","g"
"45127931","291","Fiber, total dietary","LCGA","18.1","g"
"45127931","295","Fiber, soluble","LCGA","1.0","g"
"45127931","297","Fiber, insoluble","LCGA","18.0","g"
"45127931","301","Calcium, Ca","LCGA","75.0","mg"
"45127931","303","Iron, Fe","LCGA","3.9","mg"
"45127931","304","Magnesium, Mg","LCGA","62.0","mg"
"45127931","305","Phosphorus, P","LCGA","176.0","mg"
"45127931","306","Potassium, K","LCGA","536.0","mg"
"45127931","307","Sodium, Na","LCGA","214.0","mg"
"45127931","309","Zinc, Zn","LCGA","0.3","mg"
"45127931","318","Vitamin A, IU","LCGA","12.0","IU"
"45127931","324","Vitamin D","LCGA","0.0","IU"
"45127931","340","Vitamin E (label entry primarily)","LCGA","0.0","IU"
"45127931","401","Vitamin C, total ascorbic acid","LCGA","0.0","mg"
"45127931","404","Thiamin","LCGA","0.0","mg"
"45127931","405","Riboflavin","LCGA","0.03","mg"
"45127931","406","Niacin","LCGA","1.3","mg"
"45127931","415","Vitamin B-6","LCGA","0.05","mg"
"45127931","417","Folate, total","LCGA","12.0","mcg"
"45127931","418","Vitamin B-12","LCGA","0.0","mcg"
"45127931","601","Cholesterol","LCGA","0.0","mg"
"45127931","605","Fatty acids, total trans","LCGA","0.0","g"
"45127931","606","Fatty acids, total saturated","LCGA","0.6","g"
"45127931","645","Fatty acids, total monounsaturated","LCGA","0.6","g"
"45127931","646","Fatty acids, total polyunsaturated","LCGA","1.7","g"
"45128656","203","Protein","LCGA","10.1","g"
"45128656","204","Total lipid (fat)","LCGA","2.1","g"
"45128656","205","Carbohydrate, by difference","LCGA","80.0","g"
"45128656","207","Ash","LCGA","4.8","g"
"45128656","255","Water","LCGA","3.0","g"
"45128656","269","Sugars, total","LCGA","16.1","g"
"45128656","291","Fiber, total dietary","LCGA","10.0","g"
"45128656","295","Fiber, soluble","LCGA","2.0","g"
"45128656","297","Fiber, insoluble","LCGA","8.0","g"
"45128656","301","Calcium, Ca","LCGA","36.0","mg"
"45128656","303","Iron, Fe","LCGA","3.3","mg"
"45128656","304","Magnesium, Mg","LCGA","115.0","mg"
"45128656","305","Phosphorus, P","LCGA","331.0","mg"
"45128656","306","Potassium, K","LCGA","307.0","mg"
"45128656","307","Sodium, Na","LCGA","193.0","mg"
"45128656","309","Zinc, Zn","LCGA","3.4","mg"
"45128656","318","Vitamin A, IU","LCGA","1.0","IU"
"45128656","324","Vitamin D","LCGA","0.0","IU"
"45128656","340","Vitamin E (label entry primarily)","LCGA","0.0","IU"
"45128656","401","Vitamin C, total ascorbic acid","LCGA","0.0","mg"
"45128656","404","Thiamin","LCGA","0.0","mg"
"45128656","405","Riboflavin","LCGA","0.0","mg"
"45128656","406","Niacin","LCGA","0.0","mg"
"45128656","415","Vitamin B-6","LCGA","0.0","mg"
"45128656","417","Folate, total","LCGA","0.0","mcg"
"45128656","418","Vitamin B-12","LCGA","0.0","mcg"
"45128656","601","Cholesterol","LCGA","0.0","mg"
"45128656","605","Fatty acids, total trans","LCGA","0.0","g"
"45128656","606","Fatty acids, total saturated","LCGA","0.5","g"
"45128656","645","Fatty acids, total monounsaturated","LCGA","0.5","g"
"45128656","646","Fatty acids, total polyunsaturated","LCGA","1.0","g"
"45128504","203","Protein","LCGA","7.9","g"
"45128504","204","Total lipid (fat)","LCGA","4.3","g"
"45128504","205","Carbohydrate, by difference","LCGA","82.6","g"
"45128504","207","Ash","LCGA","2.2","g"
"45128504","255","Water","LCGA","3.0","g"
"45128504","269","Sugars, total","LCGA","29.2","g"
"45128504","291","Fiber, total dietary","LCGA","9.0","g"
"45128504","295","Fiber, soluble","LCGA","1.0","g"
"45128504","297","Fiber, insoluble","LCGA","8.0","g"
"45128504","301","Calcium, Ca","LCGA","35.0","mg"
"45128504","303","Iron, Fe","LCGA","27.0","mg"
"45128504","304","Magnesium, Mg","LCGA","75.0","mg"
"45128504","305","Phosphorus, P","LCGA","207.0","mg"
"45128504","306","Potassium, K","LCGA","259.0","mg"
"45128504","307","Sodium, Na","LCGA","559.0","mg"
"45128504","309","Zinc, Zn","LCGA","1.6","mg"
"45128504","318","Vitamin A, IU","LCGA","2500.0","IU"
"45128504","324","Vitamin D","LCGA","133.0","IU"
"45128504","340","Vitamin E (label entry primarily)","LCGA","2.0","IU"
"45128504","401","Vitamin C, total ascorbic acid","LCGA","70.0","mg"
"45128504","404","Thiamin","LCGA","2.0","mg"
"45128504","405","Riboflavin","LCGA","1.98","mg"
"45128504","406","Niacin","LCGA","23.3","mg"
"45128504","415","Vitamin B-6","LCGA","2.33","mg"
"45128504","417","Folate, total","LCGA","467.0","mcg"
"45128504","418","Vitamin B-12","LCGA","7.0","mcg"
"45128504","601","Cholesterol","LCGA","0.0","mg"
"45128504","605","Fatty acids, total trans","LCGA","0.0","g"
"45128504","606","Fatty acids, total saturated","LCGA","0.5","g"
"45128504","645","Fatty acids, total monounsaturated","LCGA","2.2","g"
"45128504","646","Fatty acids, total polyunsaturated","LCGA","1.2","g"
"45129469","203","Protein","LCGA","15.0","g"
"45129469","204","Total lipid (fat)","LCGA","8.4","g"
"45129469","205","Carbohydrate, by difference","LCGA","63.3","g"
"45129469","207","Ash","LCGA","4.8","g"
"45129469","255","Water","LCGA","8.5","g"
"45129469","269","Sugars, total","LCGA","22.4","g"
"45129469","291","Fiber, total dietary","LCGA","9.3","g"
"45129469","295","Fiber, soluble","LCGA","2.0","g"
"45129469","297","Fiber, insoluble","LCGA","7.0","g"
"45129469","301","Calcium, Ca","LCGA","385.0","mg"
"45129469","303","Iron, Fe","LCGA","10.4","mg"
"45129469","304","Magnesium, Mg","LCGA","115.0","mg"
"45129469","305","Phosphorus, P","LCGA","467.0","mg"
"45129469","306","Potassium, K","LCGA","271.0","mg"
"45129469","307","Sodium, Na","LCGA","284.0","mg"
"45129469","309","Zinc, Zn","LCGA","1.7","mg"
"45129469","318","Vitamin A, IU","LCGA","962.0","IU"
"45129469","324","Vitamin D","LCGA","154.0","IU"
"45129469","340","Vitamin E (label entry primarily)","LCGA","6.0","IU"
"45129469","401","Vitamin C, total ascorbic acid","LCGA","23.0","mg"
"45129469","404","Thiamin","LCGA","1.0","mg"
"45129469","405","Riboflavin","LCGA","0.65","mg"
"45129469","406","Niacin","LCGA","7.7","mg"
"45129469","415","Vitamin B-6","LCGA","0.77","mg"
"45129469","417","Folate, total","LCGA","154.0","mcg"
"45129469","418","Vitamin B-12","LCGA","1.2","mcg"
"45129469","601","Cholesterol","LCGA","0.0","mg"
"45129469","605","Fatty acids, total trans","LCGA","0.0","g"
"45129469","606","Fatty acids, total saturated","LCGA","1.1","g"
"45129469","645","Fatty acids, total monounsaturated","LCGA","3.8","g"
"45129469","646","Fatty acids, total polyunsaturated","LCGA","2.6","g"
"45129467","203","Protein","LCGA","15.4","g"
"45129467","204","Total lipid (fat)","LCGA","9.9","g"
"45129467","205","Carbohydrate, by difference","LCGA","62.1","g"
"45129467","207","Ash","LCGA","5.0","g"
"45129467","255","Water","LCGA","7.6","g"
"45129467","269","Sugars, total","LCGA","22.0","g"
"45129467","291","Fiber, total dietary","LCGA","9.3","g"
"45129467","295","Fiber, soluble","LCGA","2.0","g"
"45129467","297","Fiber, insoluble","LCGA","7.0","g"
"45129467","301","Calcium, Ca","LCGA","385.0","mg"
"45129467","303","Iron, Fe","LCGA","10.4","mg"
"45129467","304","Magnesium, Mg","LCGA","115.0","mg"
"45129467","305","Phosphorus, P","LCGA","457.0","mg"
"45129467","306","Potassium, K","LCGA","320.0","mg"
"45129467","307","Sodium, Na","LCGA","266.0","mg"
"45129467","309","Zinc, Zn","LCGA","1.8","mg"
"45129467","318","Vitamin A, IU","LCGA","962.0","IU"
"45129467","324","Vitamin D","LCGA","154.0","IU"
"45129467","340","Vitamin E (label entry primarily)","LCGA","6.0","IU"
"45129467","401","Vitamin C, total ascorbic acid","LCGA","23.0","mg"
"45129467","404","Thiamin","LCGA","1.0","mg"
"45129467","405","Riboflavin","LCGA","0.65","mg"
"45129467","406","Niacin","LCGA","7.7","mg"
"45129467","415","Vitamin B-6","LCGA","0.77","mg"
"45129467","417","Folate, total","LCGA","154.0","mcg"
"45129467","418","Vitamin B-12","LCGA","1.2","mcg"
"45129467","601","Cholesterol","LCGA","0.0","mg"
"45129467","605","Fatty acids, total trans","LCGA","0.0","g"
"45129467","606","Fatty acids, total saturated","LCGA","1.2","g"
"45129467","645","Fatty acids, total monounsaturated","LCGA","4.8","g"
"45129467","646","Fatty acids, total polyunsaturated","LCGA","3.0","g"
"45129282","203","Protein","LCGE","12.0","g"
"45129282","204","Total lipid (fat)","LCGE","7.0","g"
"45129282","205","Carbohydrate, by difference","LCGE","1.0","g"
"45129282","269","Sugars, total","LCGE","0.0","g"
"45129282","291","Fiber, total dietary","LCGE","0.0","g"
"45129282","307","Sodium, Na","LCGE","470.0","mg"
"45129282","401","Vitamin C, total ascorbic acid","LCGE","0.0","mg"
"45129282","601","Cholesterol","LCGE","45.0","mg"
"45129282","605","Fatty acids, total trans","LCGE","0.0","g"
"45129282","606","Fatty acids, total saturated","LCGE","2.0","g"
"45128736","203","Protein","LCGA","14.1","g"
"45128736","204","Total lipid (fat)","LCGA","5.8","g"
"45128736","205","Carbohydrate, by difference","LCGA","18.1","g"
"45128736","207","Ash","LCGA","2.2","g"
"45128736","255","Water","LCGA","59.8","g"
"45128736","269","Sugars, total","LCGA","1.9","g"
"45128736","291","Fiber, total dietary","LCGA","6.8","g"
"45128736","295","Fiber, soluble","LCGA","1.0","g"
"45128736","297","Fiber, insoluble","LCGA","6.0","g"
"45128736","301","Calcium, Ca","LCGA","80.0","mg"
"45128736","303","Iron, Fe","LCGA","1.5","mg"
"45128736","304","Magnesium, Mg","LCGA","35.0","mg"
"45128736","305","Phosphorus, P","LCGA","90.0","mg"
"45128736","306","Potassium, K","LCGA","321.0","mg"
"45128736","307","Sodium, Na","LCGA","452.0","mg"
"45128736","309","Zinc, Zn","LCGA","0.4","mg"
"45128736","318","Vitamin A, IU","LCGA","0.0","IU"
"45128736","324","Vitamin D","LCGA","0.0","IU"
"45128736","340","Vitamin E (label entry primarily)","LCGA","0.0","IU"
"45128736","401","Vitamin C, total ascorbic acid","LCGA","0.0","mg"
"45128736","404","Thiamin","LCGA","0.0","mg"
"45128736","405","Riboflavin","LCGA","0.13","mg"
"45128736","406","Niacin","LCGA","0.6","mg"
"45128736","415","Vitamin B-6","LCGA","0.05","mg"
"45128736","417","Folate, total","LCGA","22.0","mcg"
